Bin_ID,ELectoral_Area,Bin_Type,Irish_X,Irish_Y
WMS0634,MANSION HOUSE B,Class A,315932.1829,233753.6379
WMS3621,WHITEHALL A,Class B,316787.407,238148.7061
WMS0451,MERCHANTS QUAY F,Class A,313857.4285,232765.9949
WMS3618,INNS QUAY A,Class B,315595.1905,235632.8364
WMS1620,RATHMINES WEST F,Class A,315611.0999,231746.3682
WMS3615,ARRAN QUAY A,Class B,315030.5885,235713.9893
WMS3612,AYRFIELD,Class B,320504.7145,239328.054
WMS3611,GRANGE C,Class B,322380.7685,239745.2714
WMS0810,ROYAL EXCHANGE B,Class A,315891.3641,233891.7414
WMS0177,ROYAL EXCHANGE B,Class A,315842.5026,233799.7655
WMS0733,SAINT KEVINS,Class A,315591.867,232740.4761
WMS1618,SAINT KEVINS,Class A,315567.9769,232737.7556
WMS4016,BALLYGALL A,Cast Iron,313240.2051,238948.8438
WMS3595,ARRAN QUAY A,Class B,315002.372,235230.6213
WMS1616,NORTH CITY,Class A,316139.8493,234473.3815
WMS4618,PEMBROKE WEST C,Cast Iron,317260.5597,233097.7531
WMS4617,PEMBROKE WEST C,Cast Iron,317179.6779,233054.9797
WMS4616,PEMBROKE WEST C,Cast Iron,317191.7577,233078.0239
WMS4583,MERCHANTS QUAY B,Cast Iron,314500.4442,233702.1617
WMS4616,MERCHANTS QUAY C,Cast Iron,314459.0525,233630.0113
WMS4615,MERCHANTS QUAY C,Cast Iron,314423.7974,233609.3961
WMS2933,USHERS F,Class B,313651.1594,233773.6381
WMS3586,ARRAN QUAY D,Class B,313819.868,235048.9057
WMS1608,MERCHANTS QUAY B,Bigbelly Bin,315069.4321,233472.4769
WMS3583,BALLYBOUGH A,Class B,317052.2324,235577.0513
WMS3581,CABRA EAST A,Class B,314618.8033,235870.2233
WMS3580,KIMMAGE E,Class B,313497.8763,230635.7027
WMS0534,ROYAL EXCHANGE B,Class A,315796.9212,233691.1382
WMS0506,ROYAL EXCHANGE B,Class A,315853.325,233793.7314
WMS0509,MANSION HOUSE A,Class A,316177.7223,234258.1833
WMS3577,WALKINSTOWN C,Class B,311752.5783,231253.3183
WMS1606,SOUTH DOCK,Bigbelly Bin,317777.9525,234117.2814
WMS3573,BOTANIC A,Class B,315228.5377,237070.2977
WMS3572,CLONTARF WEST C,Class B,318129.5457,236638.473
WMS0383,ROYAL EXCHANGE B,Class A,315788.3167,233695.9753
WMS3544,CRUMLIN D,Class B,312393.7819,231836.0101
WMS4611,CABRA EAST A,Cast Iron,314437.5154,236456.9224
WMS2725,CABRA WEST C,Class B,313399.4496,235927.5638
WMS2729,DRUMCONDRA SOUTH A,Class B,317211.6403,236574.9772
WMS1605,SOUTH DOCK,Bigbelly Bin,317883.1361,234243.7407
WMS1604,SOUTH DOCK,Bigbelly Bin,317823.798,234249.6367
WMS2899,GRANGE A,Class B,321616.7608,239922.7498
WMS1603,BALLYMUN D,Class A,315487.3702,239615.5694
WMS1602,DRUMCONDRA SOUTH A,Class A,316663.4689,236945.4032
WMS3568,BOTANIC B,Class B,315270.0675,236869.664
WMS3180,PEMBROKE EAST A,Class B,321117.775,233512.8718
WMS1400,MERCHANTS QUAY B,Bigbelly Bin,314691.7795,233854.53
WMS1394,ROYAL EXCHANGE A,Bigbelly Bin,315772.0371,234257.2083
WMS0003,PEMBROKE WEST C,Class A,316833.772,232807.4488
WMS2370,CLONTARF EAST C,Class B,319829.9037,237017.8693
WMS1312,MERCHANTS QUAY E,Class A,314634.278,232566.2257
WMS0505,MERCHANTS QUAY E,Class A,314744.6545,232632.7572
WMS4610,PEMBROKE EAST A,Cast Iron,320484.1174,233425.1823
WMS3246,DRUMCONDRA SOUTH A,Class B,316475.1679,236677.7782
WMS0436,KIMMAGE C,Class A,313875.8747,231343.8921
WMS3510,AYRFIELD,Class B,320838.7336,240362.1584
WMS4484,USHERS C,Cast Iron,314227.1023,233924.0361
WMS2233,PEMBROKE WEST A,Class B,317681.067,233282.0785
WMS3143,BOTANIC B,Class B,315803.5373,236774.9129
WMS3558,CABRA WEST B,Class B,313566.1435,236954.0745
WMS2431,FINGLAS SOUTH A,Class B,312121.8029,238494.0631
WMS1344,WALKINSTOWN C,Bigbelly Bin,312247.0519,231311.6584
WMS3587,FINGLAS NORTH A,Class B,312400.4796,239642.3305
WMS3045,RAHENY-FOXFIELD,Class B,322610.9847,238937.6163
WMS3566,CLONTARF WEST C,Class B,318386.9118,237262.4759
WMS2843,GRACE PARK,Class B,318398.8942,237331.1387
WMS3565,NORTH DOCK B,Class B,317669.0685,235447.7189
WMS0523,KILMORE D,Class A,319753.4292,239046.348
WMS2320,CLONTARF WEST B,Class B,318827.0363,237811.4709
WMS4606,RATHMINES EAST A,Cast Iron,316212.606,232481.6685
WMS3562,HARMONSTOWN B,Class B,320100.1728,237834.1132
WMS3561,CABRA EAST C,Class B,314142.6742,235879.6033
WMS0200,MERCHANTS QUAY C,Class A,315103.1788,233258.0927
WMS0979,MERCHANTS QUAY C,Class A,315078.8517,233173.905
WMS2212,WHITEHALL B,Class B,316847.5894,238893.7197
WMS3557,CLONTARF EAST C,Class B,320207.0301,236794.3573
WMS4604,RATHMINES WEST C,Cast Iron,315932.3133,231715.5675
WMS1322,GRANGE A,Class A,322210.1568,239889.0525
WMS1321,WHITEHALL C,Class A,316780.1374,239841.8297
WMS4603,ARRAN QUAY D,Cast Iron,313938.8233,234607.148
WMS4559,USHERS B,Cast Iron,314238.5981,234264.1831
WMS4087,CLONTARF EAST A,Cast Iron,321483.0868,238126.9946
WMS4100,CLONTARF EAST A,Cast Iron,321448.5372,238280.9589
WMS3549,FINGLAS NORTH C,Class B,313526.7941,239193.7468
WMS3548,BOTANIC A,Class B,314207.1423,237773.3641
WMS1313,ROYAL EXCHANGE B,Class A,315815.2321,233675.0661
WMS3476,BALLYBOUGH A,Class B,316859.4171,235350.9851
WMS0864,NORTH DOCK B,Class A,317932.9131,234719.0826
WMS0198,NORTH DOCK B,Class A,318108.6598,234725.5658
WMS0202,NORTH DOCK B,Class A,318108.8533,234698.5906
WMS0861,MERCHANTS QUAY D,Class A,314841.9387,233242.5917
WMS0862,MERCHANTS QUAY D,Class A,314883.9018,233236.2778
WMS0073,USHERS A,Class A,313687.8685,233810.4933
WMS0075,USHERS A,Class A,313660.8813,233797.9612
WMS4600,MERCHANTS QUAY C,Cast Iron,314472.4304,233351.0653
WMS1308,MANSION HOUSE A,Bigbelly Bin,316833.2975,234189.0278
WMS1302,MANSION HOUSE A,Bigbelly Bin,316426.0723,234412.6554
WMS1301,MANSION HOUSE A,Bigbelly Bin,316478.3311,234409.6562
WMS1300,MANSION HOUSE A,Bigbelly Bin,316496.4271,234415.0916
WMS1299,MANSION HOUSE A,Bigbelly Bin,316552.8783,234386.8787
WMS1298,MANSION HOUSE A,Bigbelly Bin,316609.3018,234388.9751
WMS1297,MANSION HOUSE A,Bigbelly Bin,316712.5085,234370.9997
WMS1296,MANSION HOUSE A,Bigbelly Bin,316749.0837,234337.3668
WMS1295,MANSION HOUSE A,Bigbelly Bin,316852.716,234343.6423
WMS1293,MANSION HOUSE A,Bigbelly Bin,316942.9346,234317.6284
WMS1292,MANSION HOUSE A,Bigbelly Bin,316963.1812,234332.5085
WMS1291,MANSION HOUSE A,Bigbelly Bin,316995.23,234313.2092
WMS1290,MANSION HOUSE A,Bigbelly Bin,317013.5603,234323.6447
WMS1289,SOUTH DOCK,Bigbelly Bin,317119.7539,234302.9618
WMS1288,SOUTH DOCK,Bigbelly Bin,317154.8188,234308.9425
WMS3547,DRUMCONDRA SOUTH A,Class B,317279.8317,237007.9192
WMS1287,NORTH DOCK C,Bigbelly Bin,316575.5083,234722.689
WMS1286,NORTH DOCK C,Bigbelly Bin,316549.0816,234692.8078
WMS1283,NORTH DOCK B,Bigbelly Bin,317711.8003,234592.6292
WMS1282,NORTH DOCK B,Bigbelly Bin,317915.6043,234550.1424
WMS1279,NORTH DOCK B,Bigbelly Bin,317813.1638,234732.5162
WMS1278,NORTH DOCK C,Bigbelly Bin,317221.5622,234779.6189
WMS1277,NORTH DOCK C,Bigbelly Bin,317204.5682,234715.4045
WMS1275,NORTH DOCK C,Bigbelly Bin,317202.8428,234635.6461
WMS1272,NORTH DOCK C,Dog Bin,317190.3461,234524.6987
WMS1270,NORTH DOCK C,Bigbelly Bin,316870.1287,234639.4772
WMS1269,NORTH DOCK C,Bigbelly Bin,316872.2108,234661.3975
WMS1268,GRANGE A,Dog Bin,321651.637,239528.4714
WMS1267,AYRFIELD,Dog Bin,321246.1547,239620.3326
WMS1266,PEMBROKE WEST A,Bigbelly Bin,317523.6239,233655.6052
WMS1264,PEMBROKE WEST A,Bigbelly Bin,317535.7409,233748.7489
WMS1263,SOUTH DOCK,Bigbelly Bin,317505.686,233851.0721
WMS1259,SOUTH DOCK,Bigbelly Bin,317462.8147,234076.1472
WMS1256,SOUTH DOCK,Bigbelly Bin,317555.3678,234077.3642
WMS1257,SOUTH DOCK,Bigbelly Bin,317505.2125,234081.8304
WMS1253,SOUTH DOCK,Bigbelly Bin,317707.7167,234042.2573
WMS1252,SOUTH DOCK,Bigbelly Bin,317345.17,233881.1418
WMS1251,SOUTH DOCK,Bigbelly Bin,317364.07,233892.6634
WMS1248,SOUTH DOCK,Bigbelly Bin,317213.7412,234055.02
WMS1247,SOUTH DOCK,Bigbelly Bin,317226.3091,234125.2246
WMS1246,SOUTH DOCK,Bigbelly Bin,317234.8863,234231.4178
WMS1245,SOUTH DOCK,Bigbelly Bin,317227.0087,234309.4015
WMS1243,SOUTH DOCK,Bigbelly Bin,317296.7161,234283.794
WMS1242,SOUTH DOCK,Bigbelly Bin,317300.3925,234303.7259
WMS1240,SOUTH DOCK,Bigbelly Bin,317474.8863,234264.4295
WMS1238,SOUTH DOCK,Bigbelly Bin,317544.3875,234256.8795
WMS1237,SOUTH DOCK,Bigbelly Bin,317534.5753,234278.0231
WMS0277,NORTH CITY,Class A,315559.0556,234566.1154
WMS3543,FINGLAS NORTH C,Class B,313949.8317,239146.7754
WMS4090,CARNA,Cast Iron,309440.7519,233696.7291
WMS4458,CARNA,Cast Iron,309401.6407,233701.6915
WMS1104,CARNA,Bigbelly Bin,309380.4705,233708.6662
WMS1225,NORTH DOCK C,Bigbelly Bin,316477.6129,234505.9597
WMS1227,NORTH DOCK C,Bigbelly Bin,316271.6274,234499.493
WMS1223,NORTH DOCK C,Bigbelly Bin,316526.0849,234495.7026
WMS1222,NORTH DOCK C,Bigbelly Bin,316628.9834,234487.6468
WMS1215,NORTH DOCK C,Bigbelly Bin,316682.4232,234489.9087
WMS1221,NORTH DOCK C,Bigbelly Bin,316722.3939,234487.5618
WMS1219,NORTH DOCK C,Bigbelly Bin,316861.8669,234469.9494
WMS1218,NORTH DOCK C,Bigbelly Bin,316968.5485,234458.3092
WMS1216,NORTH DOCK C,Bigbelly Bin,317099.4349,234445.9596
WMS1214,NORTH DOCK C,Bigbelly Bin,317186.1005,234487.5555
WMS1213,NORTH DOCK B,Bigbelly Bin,317251.2053,234466.1019
WMS1212,NORTH DOCK B,Bigbelly Bin,317320.6812,234460.6839
WMS1210,NORTH DOCK B,Bigbelly Bin,317390.041,234431.0166
WMS1209,NORTH DOCK B,Bigbelly Bin,317403.3839,234450.3639
WMS1207,NORTH DOCK B,Bigbelly Bin,317628.8219,234430.4986
WMS1206,NORTH DOCK B,Bigbelly Bin,317633.4965,234414.9246
WMS1205,NORTH DOCK B,Bigbelly Bin,317797.6272,234417.7697
WMS1202,NORTH DOCK B,Bigbelly Bin,317945.7955,234407.5851
WMS1201,NORTH DOCK B,Bigbelly Bin,318001.5284,234369.9864
WMS0518,ROYAL EXCHANGE B,Class A,315874.2601,233659.587
WMS0281,MANSION HOUSE B,Class A,316363.3953,232855.4236
WMS4468,NORTH CITY,Cast Iron,316132.6781,235012.7852
WMS4314,NORTH CITY,Cast Iron,316040.3512,234978.8524
WMS4264,MOUNTJOY A,Bigbelly Bin,316673.3254,235233.0279
WMS3539,RATHFARNHAM,Class B,316034.395,229942.1438
WMS1189,MOUNTJOY A,Bigbelly Bin,316365.9696,234864.6148
WMS1188,BALLYBOUGH A,Bigbelly Bin,316677.955,235563.2794
WMS1187,MOUNTJOY A,Bigbelly Bin,316557.3756,235183.7304
WMS1186,MOUNTJOY A,Bigbelly Bin,316575.1539,235201.9923
WMS1185,MOUNTJOY A,Bigbelly Bin,316477.2333,235158.2358
WMS1184,MOUNTJOY A,Bigbelly Bin,316405.1569,235129.256
WMS1183,NORTH CITY,Bigbelly Bin,316077.2554,234992.0473
WMS1182,MOUNTJOY B,Bigbelly Bin,316252.1576,235621.3214
WMS1181,BALLYBOUGH A,Bigbelly Bin,316675.9995,235394.5705
WMS1180,NORTH DOCK C,Bigbelly Bin,316868.2827,235144.5676
WMS2903,INNS QUAY A,Class B,315895.8684,235965.6014
WMS4248,ROTUNDA A,Cast Iron,316018.2465,235115.4255
WMS0180,NORTH CITY,Class A,316019.3614,234544.3211
WMS2781,CABRA WEST D,Class B,313316.6859,235917.5161
WMS1093,ARRAN QUAY B,Bigbelly Bin,314470.9813,234715.1026
WMS3446,BALLYGALL C,Class B,315456.3348,238956.0506
WMS0319,ROTUNDA B,Class A,315699.5755,234901.8887
WMS4066,PRIORSWOOD C,Cast Iron,320142.9758,240529.2245
WMS0256,NORTH CITY,Class A,315819.337,234642.5798
WMS1258,SOUTH DOCK,Bigbelly Bin,317458.3769,234091.1663
WMS2160,BALLYGALL C,Class B,315469.3901,238746.7488
WMS0194,NORTH DOCK C,Class A,316277.5958,234557.582
WMS3606,RAHENY-FOXFIELD,Class B,322774.1469,238886.7207
WMS4489,MERCHANTS QUAY B,Cast Iron,314838.1481,233878.945
WMS4475,USHERS B,Cast Iron,314401.1937,233928.9509
WMS4574,KILMAINHAM B,Cast Iron,312717.5015,234131.5876
WMS1172,RATHMINES WEST A,Bigbelly Bin,315626.9301,231881.4219
WMS2750,ASHTOWN A,Class B,312785.9766,236939.6229
WMS1373,NORTH CITY,Class A,316114.665,234728.4574
WMS0372,NORTH CITY,Class A,315849.0159,234499.5039
WMS2120,BALLYGALL C,Class B,314612.3476,238581.3136
WMS4336,SOUTH DOCK,Cast Iron,316804.1201,233138.2497
WMS2148,WHITEHALL A,Class B,315499.4685,238621.7303
WMS2070,BALLYMUN F,Class B,313987.5838,239626.184
WMS4479,USHERS C,Cast Iron,313909.0353,233894.9127
WMS4412,MANSION HOUSE A,Cast Iron,316252.3795,234404.482
WMS2578,GRACE PARK,Class B,317177.265,237584.1034
WMS2683,DRUMCONDRA SOUTH A,Class B,316463.3523,237502.4997
WMS2576,GRACE PARK,Class B,317163.2201,237567.0087
WMS2424,EDENMORE,Class B,320890.2912,239213.1978
WMS2594,CLONTARF WEST D,Class B,317583.778,236636.584
WMS0691,ROYAL EXCHANGE B,Class A,315677.9381,233316.7902
WMS3508,WHITEHALL B,Class B,316012.7016,239233.3011
WMS3504,RATHMINES EAST B,Class B,317382.7423,231778.4676
WMS2176,BALLYMUN B,Class B,314465.4013,240454.1554
WMS2243,WHITEHALL D,Class B,316926.9359,238502.7487
WMS2728,CABRA EAST A,Class B,315066.0365,236182.2785
WMS2682,WHITEHALL D,Class B,316605.3837,237736.9689
WMS0333,NORTH CITY,Class A,315474.8632,234557.3385
WMS3031,PEMBROKE EAST C,Class B,319607.0287,231414.9606
WMS2515,CLONTARF EAST E,Class B,319714.037,237289.9054
WMS0620,MANSION HOUSE B,Class A,315899.0464,233647.1859
WMS4425,SAINT KEVINS,Cast Iron,316137.327,232643.3907
WMS2069,BALLYMUN F,Class B,314106.022,239434.994
WMS3349,CRUMLIN D,Class B,312195.0913,231809.4772
WMS1114,NORTH CITY,Bigbelly Bin,315648.0487,234276.827
WMS3524,BALLYGALL B,Class B,314701.0581,238296.5366
WMS0318,ROTUNDA B,Class A,315655.9672,234947.9037
WMS0171,NORTH CITY,Class A,316210.3311,234583.9904
WMS2446,GRANGE B,Class B,322691.9096,240233.777
WMS2512,CLONTARF EAST A,Class B,320284.5162,237661.5931
WMS2530,CLONTARF WEST B,Class B,318849.665,237477.6504
WMS0764,SAINT KEVINS,Class A,315536.4654,232465.1595
WMS0562,ROYAL EXCHANGE A,Class A,315612.1283,233794.7824
WMS1153,BALLYBOUGH A,Bigbelly Bin,316784.8363,235273.7882
WMS0160,NORTH CITY,Class A,316181.2603,234748.0307
WMS0135,MOUNTJOY A,Class A,316482.0205,234786.298
WMS1137,ROYAL EXCHANGE A,Bigbelly Bin,315977.0436,234236.2632
WMS4525,DRUMFINN,Cast Iron,309902.0302,233703.0557
WMS0022,BALLYMUN C,Class A,315886.8907,239948.3213
WMS2853,BALLYBOUGH B,Class B,316581.444,235511.742
WMS3369,WALKINSTOWN A,Class B,311009.4481,231038.9748
WMS4397,MANSION HOUSE A,Cast Iron,316640.3177,234012.3371
WMS3570,FINGLAS NORTH C,Class B,313196.874,239103.2201
WMS2758,CABRA EAST A,Class B,314830.7686,235873.0186
WMS0344,NORTH CITY,Class A,315320.2088,234575.7627
WMS0314,ROTUNDA B,Class A,315605.4597,235003.1731
WMS2553,WHITEHALL A,Class B,315697.5245,237909.9508
WMS2519,CLONTARF WEST A,Class B,319491.4879,238131.5985
WMS3604,BALLYGALL A,Class B,313227.6384,238966.0969
WMS4199,MOUNTJOY B,Cast Iron,315977.8486,235445.9815
WMS3404,INCHICORE A,Class B,311539.1325,233009.3519
WMS2961,INNS QUAY C,Class B,314952.6851,234434.146
WMS2189,BALLYMUN C,Class A,315899.9636,240286.739
WMS1057,MANSION HOUSE B,Class A,316050.2075,233592.5809
WMS0679,MANSION HOUSE B,Class A,316231.75,233398.2607
WMS3110,PEMBROKE EAST D,Class B,318161.7597,230945.7793
WMS3070,PEMBROKE EAST C,Class B,319224.0953,231544.2805
WMS0118,MOUNTJOY A,Class A,316533.1932,234761.4213
WMS1110,NORTH CITY,Bigbelly Bin,315436.6283,234238.7803
WMS0845,SOUTH DOCK,Class A,317085.9423,233945.5029
WMS4136,ARRAN QUAY D,Cast Iron,313578.4703,234527.9716
WMS0199,PEMBROKE EAST A,Class A,318318.7839,234025.7355
WMS3412,KILMAINHAM B,Class B,311684.9944,233557.1549
WMS0902,PEMBROKE EAST C,Bigbelly Bin,319594.599,231641.7668
WMS2182,BALLYMUN D,Class B,315265.2107,239997.9032
WMS4114,WHITEHALL A,Cast Iron,315973.0589,237752.1924
WMS2517,CLONTARF WEST A,Class B,319598.0549,237526.9848
WMS3357,CRUMLIN D,Class B,313376.3657,232360.8538
WMS0371,NORTH CITY,Class A,315849.2631,234486.9113
WMS4045,BEAUMONT D,Cast Iron,318423.8498,238595.9555
WMS0754,SAINT KEVINS,Class A,316217.5827,233044.6246
WMS0059,CLONTARF EAST B,Class A,321263.7067,236189.7737
WMS0929,PEMBROKE WEST C,Bigbelly Bin,316919.1294,232916.4378
WMS2612,CLONTARF EAST C,Class B,320069.238,235844.0857
WMS4205,MOUNTJOY B,Cast Iron,316170.1466,235395.8055
WMS3063,PEMBROKE EAST E,Class B,318445.672,232177.6603
WMS3075,PEMBROKE EAST D,Class B,319248.8636,231226.1479
WMS2590,CLONTARF WEST E,Class B,317381.3645,236491.1583
WMS1352,BALLYGALL C,Bigbelly Bin,315467.374,238575.8953
WMS2599,CLONTARF WEST D,Class B,317497.3591,236191.3575
WMS3160,PEMBROKE EAST D,Class B,317800.8986,231147.6942
WMS2526,CLONTARF WEST C,Class B,318257.0295,236500.1769
WMS2692,BOTANIC A,Class B,314960.5317,237644.6863
WMS2460,GRANGE D,Class B,321895.1162,239157.8838
WMS1345,WALKINSTOWN C,Bigbelly Bin,312203.02,231362.4061
WMS4236,MOUNTJOY A,Cast Iron,316254.3344,235245.9164
WMS2943,INNS QUAY C,Class B,315125.5322,234721.0117
WMS2796,ASHTOWN A,Class B,311620.6365,236768.2897
WMS4522,RAHENY-ST.ASSAM,Cast Iron,321543.8533,238181.3706
WMS1355,BALLYMUN D,Bigbelly Bin,315506.9892,239637.057
WMS2325,BEAUMONT E,Class B,318176.3976,237800.2998
WMS3470,BEAUMONT D,Class B,319063.8749,238035.7354
WMS3330,WALKINSTOWN B,Class B,312079.3964,231800.9405
WMS1134,ROYAL EXCHANGE A,Bigbelly Bin,315818.2675,234276.085
WMS1018,NORTH CITY,Class A,315902.1683,234678.8708
WMS3325,CRUMLIN C,Class B,313511.0132,232464.5513
WMS3163,RATHMINES WEST C,Class B,315719.575,231188.9895
WMS4308,ARRAN QUAY C,Cast Iron,314884.7551,234212.0919
WMS0835,MANSION HOUSE A,Class A,316207.9737,234186.0887
WMS0637,ROYAL EXCHANGE B,Class A,315972.6989,233925.0098
WMS0296,NORTH CITY,Class A,315531.2864,234423.4881
WMS3020,PEMBROKE WEST A,Class B,317776.8542,233548.2485
WMS0617,ROYAL EXCHANGE B,Class A,315894.356,233600.0506
WMS2780,CABRA WEST D,Class B,313335.8835,235903.1216
WMS4252,MOUNTJOY A,Cast Iron,316296.7357,234795.7583
WMS0189,NORTH CITY,Class A,316159.8511,234497.0588
WMS0841,MANSION HOUSE A,Class A,316936.0073,233958.5241
WMS0613,ROYAL EXCHANGE B,Class A,315845.9489,233598.6931
WMS4512,MERCHANTS QUAY C,Cast Iron,314568.5582,233352.2595
WMS0914,PEMBROKE WEST C,Bigbelly Bin,317377.267,232780.8078
WMS3068,PEMBROKE EAST A,Class B,318354.6057,233639.6416
WMS2949,ARRAN QUAY A,Class B,314992.3347,235515.6959
WMS0457,ROYAL EXCHANGE A,Class A,315286.991,233918.2193
WMS0090,ROTUNDA A,Class A,315712.6534,235600.2451
WMS1353,BALLYGALL C,Bigbelly Bin,315050.5763,239103.6835
WMS1309,PEMBROKE EAST A,Class A,318092.8439,233877.4372
WMS3482,NORTH DOCK B,Class B,317499.2474,234775.9836
WMS2023,BALLYGALL A,Class B,313438.1775,239060.9138
WMS0287,NORTH CITY,Class A,315351.6476,234507.7436
WMS0822,MANSION HOUSE A,Class A,316210.6661,233874.4284
WMS3473,CARNA,Class B,308877.0922,233526.2282
WMS3599,KIMMAGE C,Class B,314807.6153,232126.5039
WMS3489,HARMONSTOWN A,Class B,320189.3028,238629.5008
WMS0789,SOUTH DOCK,Class A,317080.0628,233238.8784
WMS4232,MOUNTJOY B,Cast Iron,316512.167,235444.4019
WMS2470,GRANGE E,Class B,321400.961,238481.7717
WMS0618,MANSION HOUSE B,Class A,315898.8986,233631.2479
WMS2360,PRIORSWOOD D,Class B,320287.9243,239928.5462
WMS0568,ROYAL EXCHANGE A,Class A,315532.861,233404.4084
WMS4071,GRANGE A,Cast Iron,321943.3127,240125.9668
WMS3431,DRUMFINN,Class B,309334.8674,233976.8066
WMS2816,ASHTOWN A,Class B,311632.3877,236877.1973
WMS2863,MOUNTJOY B,Class B,315826.6359,235762.1189
WMS2704,DRUMCONDRA SOUTH C,Class B,316292.117,237069.6966
WMS0677,MANSION HOUSE B,Class A,316162.3054,233455.5307
WMS2332,BEAUMONT C,Class B,319631.1967,238675.3514
WMS0770,ROYAL EXCHANGE A,Class A,315571.3258,233699.6187
WMS4591,USHERS C,Cast Iron,314074.8131,233913.3284
WMS0387,NORTH CITY,Class A,315701.1073,234400.6028
WMS4317,ROYAL EXCHANGE A,Cast Iron,315382.7755,234131.5095
WMS3013,PEMBROKE EAST A,Class B,318107.8313,233610.093
WMS3199,RATHMINES WEST A,Class B,314893.4613,232264.1619
WMS0830,MANSION HOUSE B,Class A,316101.6821,233713.6764
WMS0187,NORTH CITY,Class A,316073.3262,234468.9162
WMS0230,NORTH CITY,Class A,315805.2822,234953.9859
WMS4042,BEAUMONT B,Cast Iron,318622.6162,238588.1109
WMS2719,BOTANIC A,Class B,315200.2608,236711.459
WMS4403,MANSION HOUSE A,Cast Iron,316660.471,234067.539
WMS3322,MERCHANTS QUAY F,Class B,314437.0205,232794.0107
WMS2194,WHITEHALL C,Class B,316402.3601,239284.2698
WMS2674,CLONTARF WEST D,Class B,318575.4877,236188.8283
WMS2839,RAHENY-ST.ASSAM,Class B,321776.1617,238420.9678
WMS4213,ROTUNDA A,Cast Iron,315892.3186,235394.6412
WMS2588,KIMMAGE C,Class B,313603.054,231792.7746
WMS2303,KILMORE A,Class B,317808.6183,239783.6687
WMS2857,BALLYBOUGH A,Class B,317039.2852,235967.0614
WMS0642,ROYAL EXCHANGE B,Class A,315857.9951,233989.2569
WMS2532,CLONTARF WEST A,Class B,319245.3846,237661.147
WMS3292,USHERS F,Class B,313182.4426,233619.1125
WMS4571,DECIES,Cast Iron,310307.5666,233364.2977
WMS3036,PEMBROKE EAST B,Class B,318656.7691,233117.8223
WMS4533,DRUMFINN,Cast Iron,309740.763,233699.5354
WMS0303,ROTUNDA A,Class A,315756.5586,235095.6921
WMS0149,NORTH CITY,Class A,316240.6598,234775.0221
WMS0220,NORTH CITY,Class A,315937.4993,234620.3408
WMS0127,MOUNTJOY A,Class A,316521.8987,234945.581
WMS0732,SAINT KEVINS,Class A,315652.9521,232739.0287
WMS2038,FINGLAS SOUTH A,Class B,312111.584,239047.6849
WMS0904,PEMBROKE WEST B,Bigbelly Bin,317854.574,232504.6398
WMS1031,ROTUNDA A,Class A,315972.978,234975.2571
WMS2246,KILMORE A,Class B,317456.6768,240046.2931
WMS0012,BALLYMUN C,Class A,315542.2113,240155.1064
WMS0868,MANSION HOUSE A,Class A,316012.6432,234381.6277
WMS2926,INNS QUAY B,Class B,315342.8521,235653.1551
WMS3152,ASHTOWN A,Class B,311039.9082,237356.9643
WMS4303,ROTUNDA B,Cast Iron,315373.9361,234867.2868
WMS2361,PRIORSWOOD D,Class B,320181.953,239932.3894
WMS0358,NORTH CITY,Class A,315407.7574,234268.9595
WMS2754,CABRA EAST B,Class B,314296.2155,235893.2055
WMS0373,NORTH CITY,Class A,315796.7576,234490.3272
WMS2281,BEAUMONT B,Class B,318515.3708,238846.0847
WMS0745,MANSION HOUSE B,Class A,316275.0476,232987.1278
WMS0719,SAINT KEVINS,Class A,315600.8548,232969.4179
WMS4524,KILMAINHAM C,Cast Iron,312087.3577,233463.7241
WMS3083,PEMBROKE EAST E,Class B,317953.1455,232404.0878
WMS2276,BEAUMONT F,Class B,318083.753,238685.4814
WMS2529,CLONTARF WEST B,Class B,319184.4245,237345.0945
WMS1061,ROYAL EXCHANGE B,Class A,315968.8514,233890.084
WMS4414,MANSION HOUSE A,Cast Iron,316263.2205,234214.0642
WMS0388,NORTH CITY,Class A,315708.2293,234372.8569
WMS2186,BALLYMUN C,Class B,316018.0071,240114.588
WMS2978,SOUTH DOCK,Class B,316976.153,233947.1226
WMS0598,ROYAL EXCHANGE B,Class A,315702.8412,233592.5354
WMS2528,CLONTARF WEST B,Class B,319213.8974,237321.1067
WMS3437,CRUMLIN D,Class B,312221.29,231885.5331
WMS0829,MANSION HOUSE A,Class A,316058.0766,234282.1531
WMS4508,MERCHANTS QUAY C,Cast Iron,314683.7041,233424.3697
WMS1624,ROYAL EXCHANGE B,Class A,315952.6096,233830.4896
WMS4449,RATHMINES EAST A,Cast Iron,316615.2389,232438.3173
WMS0169,NORTH CITY,Class A,315961.7355,234692.5761
WMS1118,NORTH CITY,Bigbelly Bin,315836.9771,234351.5765
WMS4175,MOUNTJOY B,Cast Iron,315863.5666,235616.7034
WMS3479,CLONTARF EAST A,Class B,321308.513,238122.6525
WMS2279,BEAUMONT A,Class B,317338.1691,239367.3748
WMS4038,BEAUMONT B,Cast Iron,318187.5811,238663.5853
WMS4552,CARNA,Cast Iron,309510.2623,233640.8017
WMS0072,CLONTARF EAST B,Class A,321063.85,236040.9099
WMS2425,EDENMORE,Class B,320875.8192,239168.0251
WMS4429,SAINT KEVINS,Cast Iron,315748.1925,232773.2452
